,index,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,ordering,title,region,language,types,attributes,isOriginalTitle,Description
7307,9618,tt2782710,tvSeries,Vice,Vice,0,2013,2021,30,"Documentary,News",8.8,4353,9,Vice,CA,en,imdbDisplay,\N,0,"A fearless, raw approach to storytelling is the trademark of ""VICE,"" a groundbreaking newsmagazine series that tackles global issues often overlooked by traditional media. From anti-government rebellions, to hotbeds of terrorist activity, to conflict and corruption, ""VICE"" uses an engrossing documentary style to bring unique perspective to events shaping the future. The series takes its name from a youth media company operating in more than 34 countries. Its founder, Shane Smith, is the host and chief on-air correspondent of ""VICE,"" joined by a network of reporters including VICE co-founder Suroosh Alvi, documentary filmmaker and author Ben Anderson, Academy Award-winning documentary filmmaker and journalist Fazeelat Aslam, and Iranian photojournalist and filmmaker Gelareh Kiazand."
7308,9619,tt2785288,movie,Jack Strong,Jack Strong,0,2014,\N,128,Thriller,7.0,5166,11,Jack Strong,CA,en,imdbDisplay,\N,0,Polish Col. Ryszard Kuklinski (Marcin Dorociński) risks his life to help the CIA during the Cold War.
7309,9620,tt2786956,tvSeries,Married,Married,0,2014,2015,24,"Comedy,Drama,Romance",7.0,3667,6,Married,CA,en,imdbDisplay,\N,0,"Recently married couples are usually madly in love, but as time goes on, that love often wanes and the partners seem to be just going through the motions. This sitcom explores what life is like for a not-so-newlywed couple who have seen the romance diminish. Russ and Lina Bowman can barely remember what things were like before kids and debt started to put a strain on their relationship. But every so often, they are reminded about what brought them together to begin with... being best friends. The couple's circle of friends includes divorced AJ and Jess, the younger half of a May-December relationship."
7310,9621,tt2788780,tvSeries,Undateable,Undateable,0,2014,2016,22,Comedy,7.3,8831,9,Undateable,CA,en,imdbDisplay,\N,0,"Ladies' man Danny has a new roommate, Justin. When he moves in, Danny ends up unintentionally adopting Justin's ragtag group of awkward friends as well. Danny decides to put his skill to use and begins a mission to school them in the ways of romancing a date. As the first lesson, he brings them to an event that his sister is hosting. Things seem to be off to a good start, but in the cold light of the following morning, it's clear that Danny has a lot of work ahead of him to make his new friends dateable."
7311,9623,tt2801746,movie,Hawaii,Hawaii,0,2013,\N,102,"Drama,Romance",7.2,5462,8,Hawaii,CA,en,imdbDisplay,\N,0,High school sweethearts spend their last summer together before college.
7312,9624,tt2802154,movie,Leviathan,Leviafan,0,2014,\N,140,"Crime,Drama",7.6,55298,14,Leviathan,CA,en,imdbDisplay,\N,0,"Hired by Martin (Meg Foster), the head of a major corporation, a crew including geologist Steven Beck (Peter Weller) descends to the ocean's depths for a mining project. When the undersea explorers find a sunken ship and investigate, they inadvertently bring a malevolent life form on board their vessel. The creature kills some crew members and causes them to mutate, resulting in a battle for survival against an unknown force far below the surface of the ocean."
7313,9625,tt2805574,tvSeries,Mad Dogs,Mad Dogs,0,2015,2016,56,"Comedy,Crime,Drama",7.5,8677,5,Mad Dogs,CA,en,imdbDisplay,\N,0,"The reunion of some 40-something friends evolves into a nightmare of lies, deception, and murder."
7314,9626,tt2818654,movie,Cemetery of Splendor,Rak ti Khon Kaen,0,2015,\N,122,"Drama,Fantasy,Mystery",6.8,5146,3,Cemetery of Splendour,CA,en,imdbDisplay,\N,0,A lonely middle-aged housewife tends to a soldier with sleeping sickness.
7315,9627,tt2844798,movie,White God,Fehér isten,0,2014,\N,121,"Adventure,Drama,Thriller",6.9,16768,10,Fehér isten,CA,en,alternative,\N,0,"Failing in his efforts to find his beloved owner (Zsófia Psotta), an abandoned dog eventually joins a canine revolt against their human abusers."
7316,9628,tt2845786,tvSeries,Anthony Bourdain: Parts Unknown,Anthony Bourdain: Parts Unknown,0,2013,2018,42,"Adventure,Documentary",8.8,6569,12,Anthony Bourdain: Parts Unknown,CA,en,imdbDisplay,\N,0,"Anthony Bourdain had no reservations about a move to CNN. Shortly after concluding an eight-season stint at the helm of his popular Travel Channel series, the equally popular Emmy-winning host came to the news network searching for ""Parts Unknown."" In the hourlong weekend series -- similar in premise to Travel's ""No Reservations"" -- Bourdain explores the world to, he says, ""eat and drink with people without fear and prejudice ... they open up to you in ways that somebody visiting who is driven by a story may not get."" Enticed by the opportunity to experience cultures rarely visited by American TV, such as in the Congo, Libya and Myanmar, the chef and best-selling author also takes viewers to Colombia, Peru, Morocco and, closer to home, Koreatown in Los Angeles."
7317,9629,tt2848876,movie,The Painting Pool,Howze Naghashi,0,2013,\N,92,"Drama,Romance",7.4,5175,2,The Painting Pool,CA,en,imdbDisplay,\N,0,Maryam and Reza have to prove to others that they are in love.
7318,9630,tt2852376,movie,Heli,Heli,0,2013,\N,105,"Crime,Drama,Romance",6.8,5266,11,Heli,CA,en,imdbDisplay,\N,0,A factory worker struggles to protect his family from a corrupt police force when his young sister inadvertently lands them in the middle of a drug war.
7319,9631,tt2852400,movie,A Touch of Sin,Tian zhu ding,0,2013,\N,130,"Action,Drama",7.1,12299,25,A Touch of Sin,CA,en,imdbDisplay,\N,0,Four outcasts on the edges of a rapidly changing China channel their rage into a bloody rampage.
7320,9632,tt2852458,movie,Stranger by the Lake,L'inconnu du lac,0,2013,\N,100,"Drama,Romance,Thriller",6.9,15343,4,Stranger by the Lake,CA,en,imdbDisplay,\N,0,"Franck falls in love with Michel, an attractive, potent and lethally dangerous man."
7321,9633,tt2852470,movie,The Missing Picture,L'image manquante,0,2013,\N,92,Documentary,7.3,3418,22,The Missing Picture,CA,en,imdbDisplay,\N,0,Filmmaker Rithy Panh re-creates atrocities of Cambodia's Khmer Rouge between 1975 and 1979.
7322,9634,tt2861532,movie,A Wolf at the Door,O Lobo Atrás da Porta,0,2013,\N,101,"Crime,Drama,Thriller",7.4,4731,13,A Wolf at the Door,CA,en,festival,\N,0,Love turns to hate and panic breeds suspicion as two parents deal with the kidnapping of their child.
7323,9635,tt2870708,movie,Wish I Was Here,Wish I Was Here,0,2014,\N,106,"Comedy,Drama",6.6,38672,13,Wish I Was Here,CA,en,imdbDisplay,\N,0,"Aidan Bloom (Zach Braff), a struggling actor, lives in Los Angeles with his wife (Kate Hudson) and two children, Grace and Tucker. Up until now, Aidan's father, Gabe (Mandy Patinkin), has been paying for the children's schooling, but he is now gravely ill. Thus, Aidan attempts to home-school his offspring. As his chaotic curriculum leads to some surprising self-discoveries for his family, Aidan must reassess his career, his relationships and his faith."
7324,9636,tt2870756,movie,Magic in the Moonlight,Magic in the Moonlight,0,2014,\N,97,"Comedy,Drama,Romance",6.5,69401,25,Magic in the Moonlight,CA,en,imdbDisplay,\N,0,"In the 1920s, magician Stanley Crawford (Colin Firth) enjoys widespread acclaim as Chinese conjurer Wei Ling Soo, his stage persona. As arrogant as he is talented, Stanley despises claims by phony spiritualists that they can perform real magic. At the behest of his friend, Stanley travels to the Côte d'Azur mansion of the Catledge family to expose a young medium named Sophie (Emma Stone). However, Stanley is left surprised and shaken by evidence that Sophie's gifts may be real."
7325,9637,tt2872462,movie,Mistress America,Mistress America,0,2015,\N,84,"Comedy,Drama",6.7,27845,24,Mistress America,CA,en,imdbDisplay,\N,0,A college freshman (Lola Kirke) cures her disappointment and loneliness by allowing herself to be pulled into the wacky schemes of her future stepsister (Greta Gerwig).
7326,9638,tt2883434,movie,Black or White,Black or White,0,2014,\N,121,Drama,6.6,13603,2,Black or White,CA,en,imdbDisplay,\N,0,"When his wife dies in a car crash, Elliott Anderson (Kevin Costner) fields another blow: the realization that he must raise his biracial granddaughter, Eloise (Jillian Estell), alone. However, the child's paternal grandmother, Rowena (Octavia Spencer) feels that she is better equipped to take care of the child, and sues for custody. With Eloise caught in the middle, both Elliott and Rowena are forced to confront their true feelings about race, forgiveness and understanding."
7327,9639,tt2884286,tvSeries,The Spoils of Babylon,The Spoils of Babylon,0,2014,2014,138,Comedy,6.7,4025,9,The Spoils of Babylon,CA,en,imdbDisplay,\N,0,The dramatic lives of a family that has made a fortune in the oil business.
7328,9640,tt2910904,movie,The Dressmaker,The Dressmaker,0,2015,\N,119,"Comedy,Drama,Western",7.0,63269,38,The Dressmaker,CA,en,imdbDisplay,\N,0,"Accused of murder when she was a child, a dressmaker (Kate Winslet) returns to her small Australian town to seek revenge on the locals who did her wrong."
7329,9641,tt2920540,movie,"20,000 Days on Earth","20,000 Days on Earth",0,2014,\N,97,"Documentary,Drama,Music",7.4,11735,1,"20,000 Days on Earth",CA,en,imdbDisplay,\N,0,A therapist's questions and a visit to a voluminous archive propel a dramatization of a day in the life of musician and cultural icon Nick Cave.
7330,9642,tt2935564,movie,The Connection,La French,0,2014,\N,135,"Action,Crime,Thriller",7.1,11742,7,The Connection,CA,en,imdbDisplay,\N,0,"In 1970s France, dedicated cop Pierre Michel (Jean Dujardin) risks his life to crack a heroin ring masterminded by powerful mobster Gaëtan Zampa (Gilles Lellouche)."
7331,9643,tt2935974,tvSeries,Siberia,Siberia,0,2013,2013,\N,"Adventure,Drama,Horror",7.0,3490,9,Siberia,CA,en,imdbDisplay,\N,0,"When 16 reality show contestants enter the remote Siberian region of Tunguska, none of them are aware of the meteor event that took place there in 1908 or the land's mysterious past. After one competitor sustains an injury and no one arrives to help, the group starts to realize that the strange happenings plaguing them are not part of the show and that their lives are in danger. The competitors must forget about the show they signed up for and band together in an effort to ensure their survival."
7332,9644,tt2936180,movie,Far from Men,Loin des hommes,0,2014,\N,101,"Drama,War",7.2,8428,21,The Host,CA,en,imdbDisplay,\N,0,"In 1950s Algeria, a schoolteacher (Viggo Mortensen) agrees to deliver an admitted murderer (Reda Kateb) to a French court for trial."
7333,9645,tt2937696,movie,Everybody Wants Some!!,Everybody Wants Some!!,0,2016,\N,117,Comedy,6.9,56936,15,Everybody Wants Some!!,CA,en,imdbDisplay,\N,0,"In 1980 Texas, a college freshman (Blake Jenner) meets his new baseball teammates (Will Brittain, Ryan Guzman), an unruly group of disco-dancing, skirt-chasing partyers."
7334,9646,tt2938416,movie,All This Mayhem,All This Mayhem,0,2014,\N,104,"Biography,Documentary,History",7.8,3665,9,All This Mayhem,CA,en,imdbDisplay,\N,0,"Brothers Tas and Ben Pappas become the kings of professional skateboarding, but their hedonistic ways lead to a hard fall from grace."
7335,9647,tt2950418,movie,Greater,Greater,0,2016,\N,130,"Biography,Family,Sport",7.3,6762,8,Greater,CA,en,imdbDisplay,\N,0,"Told he wasn't good enough to play Division I football, Brandon Burlsworth took a risk and walked on in 1994, and he became the most respected player in the history of the program."
7336,9648,tt2962876,movie,The Road Within,The Road Within,0,2014,\N,100,"Adventure,Comedy,Drama",7.0,15826,13,The Road Within,CA,en,imdbDisplay,\N,0,A man with (Robert Sheehan) Tourette's syndrome brings his OCD roommate (Dev Patel) and an anorexic woman (Zoë Kravitz) along on a road trip to bring his late mother's ashes to the ocean.
7337,9651,tt2989524,movie,Carrie Pilby,Carrie Pilby,0,2016,\N,98,"Comedy,Drama",6.7,12977,12,Carrie Pilby,CA,en,imdbDisplay,\N,0,"Carrie (Bel Powley),a gifted woman who graduated from Harvard at 19, struggles to make sense of the world as it relates to morality, relationships, sex and leaving her New York apartment. Without a job and friends because of her unreasonably high standards, Carrie is told by her therapist to create a five-point plan to get herself on track."
7338,9652,tt3007512,movie,The Water Diviner,The Water Diviner,0,2014,\N,111,"Drama,History,War",7.0,76822,31,The Water Diviner,CA,en,imdbDisplay,\N,0,"Four years after the Battle of Gallipoli, Australian farmer Joshua Connor (Russell Crowe) travels to Turkey to find his three sons, who never returned home from the war. When he arrives in Istanbul, he meets others who have also suffered losses: hotelier Ayshe (Olga Kurylenko) and her son, Orhan, who befriends Connor; and Major Hasan (Yilmaz Erdogan), a Turkish officer who fought against Connor's sons and now may be their father's only hope in finding closure."
7339,9654,tt3026488,movie,Alone in Berlin,Alone in Berlin,0,2016,\N,103,"Drama,History,War",6.5,9655,18,Alone in Berlin,CA,en,imdbDisplay,\N,0,"A German couple lose their son in WWII, prompting them to become secretly anti-Nazi."
7340,9655,tt3031654,movie,Ennio,Ennio,0,2021,\N,156,"Biography,Documentary,Music",8.3,4147,26,Ennio,CA,en,imdbDisplay,\N,0,"A feature documentary directed by Giuseppe Tornatore about the life and work of legendary composer, Ennio Morricone, including interviews with renowned filmmakers and musicians, recordings from Morricone's acclaimed world concert tours, clips of classic films scored by Morricone and exclusive footage of scenes and places that have made up Morricone's life."
7341,9656,tt3037582,movie,The Guide,Povodyr,0,2014,\N,122,"Drama,History",7.7,3260,3,The Guide,CA,en,imdbDisplay,\N,0,American boy Peter and blind minstrel Ivan are thrown together by fate amidst the turbulent mid-30s Soviet Ukraine.
7342,9657,tt3044244,movie,The Wonders,Le meraviglie,0,2014,\N,110,Drama,6.6,5612,2,The Wonders,CA,en,imdbDisplay,\N,0,A complex relationship develops between a Jerusalem graffiti artist and a mysterious prophet imprisoned in an apartment across from the artist's window.
